395,1242432,5.0
395,41412,5.0
395,1109700,5.0
395,1945809,4.0
395,1056998,5.0
395,779760,3.0
395,2380973,4.0
395,568620,4.0
395,1696725,4.0
395,433803,4.0
395,1169433,4.0
395,574843,4.0
395,247794,4.0
395,436529,4.0
395,652121,5.0
395,1650301,1.0
395,2161899,4.0
395,2535052,4.0
395,92056,4.0
395,704862,4.0
395,908205,4.0
395,1951144,3.0
395,2619959,5.0
395,818736,3.0
395,1310250,3.0
395,1446018,3.0
395,483483,4.0
395,2628763,5.0
395,1333,3.0
395,1523159,3.0
395,2417642,4.0
395,1518964,4.0
395,499718,3.0
395,1293845,4.0
395,899412,4.0
395,2030523,5.0
395,734508,4.0
395,303948,4.0
395,1173459,3.0
395,2244849,3.0
395,1808930,4.0
395,534237,5.0
395,1380250,5.0
395,792568,5.0
395,2518195,4.0
395,1599243,4.0
395,1922155,4.0
395,1227322,4.0
395,1990523,4.0
395,279960,4.0
395,1673185,3.0
395,2491620,4.0
395,2554745,4.0
395,1399335,3.0
395,290215,4.0
395,2132124,2.0
395,193930,5.0
395,929308,3.0
395,1823259,4.0
395,2129174,5.0
395,1582412,3.0
395,1080872,3.0
395,1987073,5.0
395,2362548,4.0
395,385977,4.0
395,139212,3.0
395,66109,4.0
395,1782465,4.0
395,98044,4.0
395,1009622,4.0
395,1318270,4.0
395,582092,4.0
395,326567,3.0
395,2088413,3.0
395,1741099,5.0
395,2501391,4.0
395,1054626,3.0
395,995437,5.0
395,153102,4.0
395,2216056,5.0
395,1033433,3.0
395,1630967,5.0
395,1309838,5.0
395,1892529,5.0
395,1235769,3.0
395,2353589,5.0
395,824766,4.0
395,1363670,3.0
395,1666097,4.0
395,1366847,3.0
395,380354,1.0
395,1358962,4.0
395,1456621,3.0
395,493082,3.0
395,440752,4.0
395,447930,5.0
395,962384,2.0
395,2239241,4.0
395,2561713,4.0
395,1220431,4.0
395,2604976,3.0
395,1165490,5.0
395,2023518,5.0
395,1927580,4.0
395,716874,4.0
395,1686233,5.0
395,202667,4.0
395,2162539,4.0
395,2262558,4.0
395,956229,4.0
395,103619,5.0
395,463840,4.0
395,1249577,5.0
395,2319621,3.0
395,1217714,5.0
395,59913,4.0
395,349572,3.0
395,727242,1.0
395,187896,4.0
395,2569992,4.0
395,1961619,3.0
395,724224,3.0
395,994838,5.0
395,2525605,5.0
395,478176,4.0
395,1385988,5.0
395,474700,5.0
395,1079448,5.0
395,2396118,2.0
395,784796,4.0
395,823157,5.0
395,470229,5.0
395,2409015,5.0
395,1750544,4.0
395,498648,5.0
395,2224673,5.0
395,2035299,4.0
395,543279,3.0
395,1763064,2.0
395,2507781,5.0
395,125713,4.0
395,110288,4.0
395,835847,4.0
395,1575462,5.0
395,1792741,3.0
395,2349412,3.0
395,1583129,5.0
395,1317589,4.0
395,1216755,4.0
395,1342785,5.0
395,1498365,3.0
395,770469,3.0
395,756558,4.0
395,777750,4.0
395,2021377,3.0
395,2015956,4.0
395,1618291,3.0
395,682873,5.0
395,564403,1.0
395,2237185,4.0
395,1081292,3.0
395,688753,5.0
395,501300,4.0
395,915726,4.0
395,1927703,4.0
395,355270,5.0
395,1214382,3.0
395,371785,4.0
395,2235640,4.0
395,382234,4.0
395,806277,5.0
395,2497321,4.0
395,1678903,5.0
395,2439493,1.0
395,1330841,4.0
395,2271496,4.0
395,530789,5.0
395,1240334,3.0
395,2280493,3.0
395,1386457,4.0
395,1302842,2.0
395,165374,5.0
395,2400569,3.0
395,137065,2.0
395,147386,4.0
395,765640,5.0
395,2507646,5.0
395,2308483,3.0
395,2403229,4.0
395,238740,4.0
395,2609677,5.0
395,2596548,4.0
