2510,2439493,1.0
2510,496436,1.0
2510,1664010,5.0
2510,801293,1.0
2510,980485,4.0
2510,298126,3.0
2510,789894,3.0
2510,1229628,2.0
2510,1997020,1.0
2510,2352586,4.0
2510,2396324,3.0
2510,2220847,2.0
3944,2267507,3.0
3944,409592,1.0
3944,865944,2.0
3944,1475543,2.0
3944,981808,3.0
3944,322080,4.0
3944,129766,1.0
3944,1982967,2.0
3944,1156403,2.0
3944,1084108,2.0
3944,1565851,2.0
3944,2117724,3.0
3944,1630882,2.0
3944,1089692,3.0
3944,569365,1.0
3944,578191,1.0
3944,1695976,3.0
3944,1190829,4.0
3944,531175,3.0
3944,298981,4.0
3944,2346240,3.0
7537,1321396,5.0
7537,2237185,4.0
7537,1525786,2.0
7537,1596858,4.0
7537,1706866,4.0
7537,2461433,4.0
7537,491531,5.0
7537,1381392,4.0
7537,1095497,5.0
7537,2487901,4.0
7537,1935388,4.0
7557,2185614,3.0
7557,2489482,3.0
7557,781131,3.0
7557,1054661,3.0
7557,588280,5.0
7557,311548,4.0
7557,1486389,5.0
7557,2386069,3.0
7557,2238060,2.0
7557,345868,4.0
9324,1927580,3.0
9324,1385788,1.0
9324,1523710,4.0
9324,1802098,3.0
9324,387418,4.0
10670,444860,4.0
11835,507094,4.0
11835,680004,3.0
14317,2061241,3.0
14317,1574266,2.0
14317,13620,4.0
14317,1045206,3.0
14317,935820,3.0
14317,276860,3.0
14317,1037782,2.0
14317,216190,3.0
14317,2090015,4.0
14317,1924354,2.0
14317,826409,3.0
14317,162348,3.0
14317,310799,3.0
14317,1272479,4.0
14317,1918613,3.0
14317,2069036,3.0
14317,486507,1.0
14317,1608683,3.0
14317,1135038,3.0
14317,1011236,3.0
14317,693911,3.0
14317,919479,1.0
14317,817349,2.0
14317,1189678,4.0
14317,1871937,2.0
14317,35528,5.0
14317,819314,4.0
14317,329751,1.0
14317,459772,3.0
14317,381518,3.0
14317,113767,3.0
14317,457326,3.0
14317,1148409,3.0
14317,1597249,2.0
14317,2209805,3.0
14317,436122,2.0
14317,1814098,2.0
14317,1091721,3.0
14317,1452540,3.0
14317,2575254,2.0
14317,2238574,3.0
14317,1621546,3.0
14317,283675,2.0
14317,614672,4.0
14317,1563429,4.0
14317,1013696,4.0
14317,1144870,5.0
14317,2003824,2.0
14317,1131614,3.0
14317,1792741,4.0
14317,960733,3.0
14317,497457,2.0
14317,523688,5.0
14317,2464431,2.0
14317,1791991,3.0
14317,2346813,4.0
14317,2623446,3.0
14317,1978837,2.0
14317,1225406,1.0
14317,989932,3.0
14317,45234,1.0
14317,1914525,4.0
14317,2553495,3.0
14317,1755612,2.0
14317,2102014,3.0
14317,612653,3.0
14317,1116080,2.0
14317,1385044,4.0
14317,1388664,3.0
14317,317543,3.0
14317,2015927,3.0
14317,386953,4.0
14317,1496291,3.0
14317,1385325,3.0
14317,764785,3.0
14317,1589788,3.0
14317,1405644,2.0
14317,641754,3.0
14317,2040859,3.0
14317,1731102,3.0
14317,1256419,4.0
14317,2035212,2.0
14317,177997,3.0
14317,486946,4.0
14317,653906,1.0
14317,2181504,2.0
14317,879760,3.0
14317,480604,4.0
14317,248194,3.0
14317,606249,2.0
14317,2362950,4.0
14317,1050678,3.0
14317,35824,3.0
14317,1431636,3.0
14317,2619756,2.0
14317,2520206,3.0
14317,110049,3.0
14317,2421477,5.0
14317,1559840,2.0
14317,2580969,3.0
14317,952582,4.0
14317,1591705,3.0
14317,1957972,2.0
14317,2633644,3.0
14317,1372345,4.0
14317,597345,2.0
14317,302304,2.0
14317,1908373,3.0
14317,320314,4.0
14317,235782,1.0
14317,2139762,3.0
14317,2240770,3.0
14317,1611377,4.0
14317,2568295,2.0
14317,2493728,4.0
14317,612384,3.0
14317,80354,2.0
14317,2369705,3.0
14317,850292,4.0
14317,2041537,3.0
14317,2407866,3.0
14317,2358990,3.0
14317,237752,3.0
14317,78885,4.0
14317,1551671,3.0
14317,1756369,3.0
14317,745457,4.0
14317,1742324,4.0
14317,1163933,4.0
14317,693787,3.0
14317,2392770,4.0
14317,1993635,3.0
14317,1786671,4.0
14317,1418260,3.0
14317,2293836,1.0
14317,465497,3.0
14317,892694,3.0
14317,2276130,2.0
14317,1121577,3.0
14317,1877497,2.0
14317,753531,4.0
14317,1955169,3.0
14317,1783226,5.0
14317,2433610,3.0
14317,1567048,4.0
14317,1331196,3.0
14317,332466,4.0
14317,1371337,3.0
14317,670416,3.0
14317,749791,5.0
14317,168892,3.0
14317,542323,2.0
14317,2513067,2.0
14317,2389674,3.0
14317,2430041,2.0
14317,399643,3.0
14317,886036,3.0
14317,1587148,2.0
14317,304412,2.0
14317,2315626,4.0
14317,1806407,3.0
14317,265257,5.0
14317,736013,3.0
14317,357252,3.0
14317,198559,3.0
14317,842431,2.0
14317,1876697,3.0
14317,1407028,2.0
14317,1471913,2.0
14317,1403217,1.0
14317,2502988,3.0
14317,2232571,4.0
14317,304409,4.0
14317,2375380,3.0
14317,1198632,3.0
14317,2419814,4.0
14317,502914,3.0
14317,511847,3.0
14317,232877,4.0
14317,890675,3.0
14317,13197,3.0
14317,392346,3.0
14317,444798,3.0
14317,2229846,2.0
14317,1742222,3.0
14317,1035000,2.0
14317,127501,3.0
14317,573533,3.0
14317,2110107,3.0
14317,2270041,2.0
14317,609236,4.0
14317,1359882,3.0
14317,2562908,5.0
14317,1565082,2.0
14317,2090343,1.0
14317,592394,3.0
14317,1600592,4.0
14317,453217,4.0
14317,1926057,3.0
14317,2264796,3.0
14317,1209161,1.0
14317,1398076,3.0
14317,141034,3.0
14317,369036,4.0
14317,1926272,3.0
14317,1321225,3.0
14317,101083,1.0
14317,2000004,4.0
14317,984525,3.0
14317,354344,4.0
14317,1996915,1.0
14317,320226,3.0
14317,150038,2.0
14317,926578,4.0
14317,1617647,4.0
14317,2207798,3.0
14317,2284783,3.0
14317,2527516,3.0
14317,1003753,5.0
14317,1661583,4.0
14317,1912034,3.0
14317,1029163,3.0
14317,2082270,3.0
14317,1760487,2.0
14317,160092,3.0
14317,636724,2.0
14317,191810,3.0
14317,1805874,2.0
14317,1566168,3.0
14317,1765047,3.0
14317,94041,2.0
14317,2124351,3.0
14317,1796812,2.0
14317,2295369,1.0
14317,776939,3.0
14317,2199465,1.0
14317,660487,4.0
14317,92903,2.0
14317,1332183,4.0
14317,399533,3.0
14317,1756966,4.0
14317,680029,3.0
14317,1412075,5.0
14317,2335061,4.0
14317,1676914,3.0
14317,1114801,3.0
14317,2013884,3.0
14317,424387,2.0
14317,2438708,3.0
14317,2207914,3.0
14317,236621,3.0
14317,330265,3.0
14317,58066,3.0
14317,124567,2.0
14317,1069489,2.0
14317,489702,2.0
14317,175746,4.0
14317,1058034,4.0
14317,464774,2.0
14317,1533313,3.0
14317,2300163,3.0
14317,1775187,1.0
14317,1550207,1.0
14317,234275,3.0
