395,1977959,3.0
395,2004175,3.0
395,2397231,4.0
395,2386920,2.0
395,288956,5.0
395,259497,4.0
395,1536419,4.0
395,1401561,2.0
395,2227629,3.0
395,2053378,4.0
395,1028078,3.0
395,818416,3.0
395,462171,3.0
395,2142951,4.0
395,1444057,4.0
395,926292,4.0
395,2204746,4.0
395,2091589,3.0
395,2434527,3.0
395,323101,5.0
395,1339195,4.0
395,2592591,5.0
395,2156368,3.0
395,133129,3.0
395,1534845,4.0
395,1629801,5.0
395,152134,5.0
557,1403217,1.0
557,328651,2.0
557,505967,2.0
666,313087,3.0
666,1927580,3.0
666,732363,3.0
666,230112,3.0
666,156430,4.0
666,319058,5.0
666,1469394,4.0
666,305344,2.0
666,1547977,4.0
666,555528,3.0
834,1845970,3.0
834,780334,4.0
834,2574258,3.0
834,1664010,4.0
834,1052539,1.0
834,2133714,5.0
1134,2325737,4.0
1134,2253124,4.0
1134,1362065,3.0
1134,1743758,3.0
1134,727242,1.0
1134,2396197,3.0
1134,2294839,4.0
1134,1047830,3.0
1134,1632784,4.0
1134,1209921,4.0
1134,1731102,4.0
1134,2096868,3.0
1134,880688,3.0
1134,2208519,3.0
1134,2003762,4.0
1134,1371902,4.0
1134,458414,4.0
1134,236160,3.0
1134,1519118,4.0
1134,1637683,2.0
1134,1463219,2.0
1134,2194719,4.0
1134,863458,4.0
1134,333844,3.0
1134,156235,2.0
1134,91234,4.0
1134,1725453,3.0
1134,838366,3.0
1134,646427,3.0
1134,2503760,3.0
1134,133670,3.0
1134,328642,3.0
1134,2385565,3.0
1134,1789747,4.0
1134,2463585,3.0
1134,1663888,3.0
1134,445409,4.0
1134,1813607,5.0
1134,263643,3.0
1356,638020,2.0
2043,1243789,3.0
2043,1125890,4.0
2043,2268573,3.0
2043,2301393,3.0
2043,1154287,4.0
2043,23421,4.0
2043,1859573,3.0
2043,2389729,4.0
2043,753836,3.0
2043,2196366,5.0
2043,223803,5.0
2043,1427380,5.0
2043,2636960,3.0
2043,43608,2.0
2043,1145956,2.0
2043,2111120,4.0
